X,CH1,
Second,Volt,
-3.48200e-06,1.59e-01,
-3.48100e-06,1.44e-01,
-3.48000e-06,1.36e-01,
-3.47900e-06,1.26e-01,
-3.47800e-06,1.26e-01,
-3.47700e-06,1.31e-01,
-3.47600e-06,1.34e-01,
-3.47500e-06,1.34e-01,
-3.47400e-06,1.34e-01,
-3.47300e-06,1.24e-01,
-3.47200e-06,1.14e-01,
-3.47100e-06,9.42e-02,
-3.47000e-06,7.68e-02,
-3.46900e-06,6.69e-02,
-3.46800e-06,6.44e-02,
-3.46700e-06,6.20e-02,
-3.46600e-06,6.94e-02,
-3.46500e-06,6.69e-02,
-3.46400e-06,6.44e-02,
-3.46300e-06,5.70e-02,
-3.46200e-06,4.22e-02,
-3.46100e-06,2.48e-02,
-3.46000e-06,1.24e-02,
-3.45900e-06,0.00e+00,
-3.45800e-06,-4.96e-03,
-3.45700e-06,0.00e+00,
-3.45600e-06,2.48e-03,
-3.45500e-06,4.96e-03,
-3.45400e-06,0.00e+00,
-3.45300e-06,-1.24e-02,
-3.45200e-06,-2.98e-02,
-3.45100e-06,-4.96e-02,
-3.45000e-06,-6.20e-02,
-3.44900e-06,-6.69e-02,
-3.44800e-06,-6.69e-02,
-3.44700e-06,-6.20e-02,
-3.44600e-06,-5.95e-02,
-3.44500e-06,-5.95e-02,
-3.44400e-06,-6.69e-02,
-3.44300e-06,-8.18e-02,
-3.44200e-06,-9.67e-02,
-3.44100e-06,-1.09e-01,
-3.44000e-06,-1.17e-01,
-3.43900e-06,-1.22e-01,
-3.43800e-06,-1.24e-01,
-3.43700e-06,-1.19e-01,
-3.43600e-06,-1.17e-01,
-3.43500e-06,-1.17e-01,
-3.43400e-06,-1.19e-01,
-3.43300e-06,-1.24e-01,
-3.43200e-06,-1.39e-01,
-3.43100e-06,-1.51e-01,
-3.43000e-06,-1.54e-01,
-3.42900e-06,-1.54e-01,
-3.42800e-06,-1.51e-01,
-3.42700e-06,-1.46e-01,
-3.42600e-06,-1.39e-01,
-3.42500e-06,-1.41e-01,
-3.42400e-06,-1.41e-01,
-3.42300e-06,-1.44e-01,
-3.42200e-06,-1.46e-01,
-3.42100e-06,-1.49e-01,
-3.42000e-06,-1.44e-01,
-3.41900e-06,-1.41e-01,
-3.41800e-06,-1.34e-01,
-3.41700e-06,-1.26e-01,
-3.41600e-06,-1.19e-01,
-3.41500e-06,-1.22e-01,
-3.41400e-06,-1.22e-01,
-3.41300e-06,-1.19e-01,
-3.41200e-06,-1.22e-01,
-3.41100e-06,-1.19e-01,
-3.41000e-06,-1.07e-01,
-3.40900e-06,-9.67e-02,
-3.40800e-06,-8.92e-02,
-3.40700e-06,-7.93e-02,
-3.40600e-06,-7.44e-02,
-3.40500e-06,-7.44e-02,
-3.40400e-06,-7.19e-02,
-3.40300e-06,-7.44e-02,
-3.40200e-06,-6.94e-02,
-3.40100e-06,-6.44e-02,
-3.40000e-06,-5.21e-02,
-3.39900e-06,-3.72e-02,
-3.39800e-06,-2.73e-02,
-3.39700e-06,-2.23e-02,
-3.39600e-06,-1.74e-02,
-3.39500e-06,-1.98e-02,
-3.39400e-06,-1.98e-02,
-3.39300e-06,-1.98e-02,
-3.39200e-06,-9.92e-03,
-3.39100e-06,0.00e+00,
-3.39000e-06,1.74e-02,
-3.38900e-06,3.22e-02,
-3.38800e-06,4.22e-02,
-3.38700e-06,4.71e-02,
-3.38600e-06,4.96e-02,
-3.38500e-06,4.46e-02,
-3.38400e-06,4.22e-02,
-3.38300e-06,4.22e-02,
-3.38200e-06,5.46e-02,
-3.38100e-06,6.44e-02,
-3.38000e-06,8.43e-02,
-3.37900e-06,9.67e-02,
-3.37800e-06,1.07e-01,
-3.37700e-06,1.07e-01,
-3.37600e-06,1.04e-01,
-3.37500e-06,9.17e-02,
-3.37400e-06,8.43e-02,
-3.37300e-06,7.93e-02,
-3.37200e-06,8.92e-02,
-3.37100e-06,9.92e-02,
-3.37000e-06,1.17e-01,
-3.36900e-06,1.26e-01,
-3.36800e-06,1.29e-01,
-3.36700e-06,1.26e-01,
-3.36600e-06,1.14e-01,
-3.36500e-06,9.67e-02,
-3.36400e-06,8.68e-02,
-3.36300e-06,7.93e-02,
-3.36200e-06,8.68e-02,
-3.36100e-06,9.92e-02,
-3.36000e-06,1.17e-01,
-3.35900e-06,1.26e-01,
-3.35800e-06,1.24e-01,
-3.35700e-06,1.14e-01,
-3.35600e-06,1.02e-01,
-3.35500e-06,7.93e-02,
-3.35400e-06,6.44e-02,
-3.35300e-06,5.95e-02,
-3.35200e-06,6.69e-02,
-3.35100e-06,7.19e-02,
-3.35000e-06,8.68e-02,
-3.34900e-06,9.17e-02,
-3.34800e-06,9.17e-02,
-3.34700e-06,7.44e-02,
-3.34600e-06,5.70e-02,
-3.34500e-06,2.98e-02,
-3.34400e-06,1.49e-02,
-3.34300e-06,9.92e-03,
-3.34200e-06,1.74e-02,
-3.34100e-06,2.48e-02,
-3.34000e-06,3.72e-02,
-3.33900e-06,3.97e-02,
-3.33800e-06,3.47e-02,
-3.33700e-06,1.74e-02,
-3.33600e-06,2.48e-03,
-3.33500e-06,-1.98e-02,
-3.33400e-06,-3.47e-02,
-3.33300e-06,-4.46e-02,
-3.33200e-06,-4.22e-02,
-3.33100e-06,-3.22e-02,
-3.33000e-06,-1.74e-02,
-3.32900e-06,-1.49e-02,
-3.32800e-06,-2.23e-02,
-3.32700e-06,-3.72e-02,
-3.32600e-06,-5.46e-02,
-3.32500e-06,-7.44e-02,
-3.32400e-06,-8.68e-02,
-3.32300e-06,-8.92e-02,
-3.32200e-06,-8.43e-02,
-3.32100e-06,-7.44e-02,
-3.32000e-06,-6.20e-02,
-3.31900e-06,-5.70e-02,
-3.31800e-06,-5.95e-02,
-3.31700e-06,-7.44e-02,
-3.31600e-06,-8.92e-02,
-3.31500e-06,-1.07e-01,
-3.31400e-06,-1.17e-01,
-3.31300e-06,-1.14e-01,
-3.31200e-06,-1.04e-01,
-3.31100e-06,-8.92e-02,
-3.31000e-06,-7.68e-02,
-3.30900e-06,-6.94e-02,
-3.30800e-06,-7.44e-02,
-3.30700e-06,-8.43e-02,
-3.30600e-06,-9.42e-02,
-3.30500e-06,-1.09e-01,
-3.30400e-06,-1.09e-01,
-3.30300e-06,-9.92e-02,
-3.30200e-06,-8.18e-02,
-3.30100e-06,-6.44e-02,
-3.30000e-06,-4.96e-02,
-3.29900e-06,-4.46e-02,
-3.29800e-06,-4.96e-02,
-3.29700e-06,-5.70e-02,
-3.29600e-06,-6.20e-02,
-3.29500e-06,-6.69e-02,
-3.29400e-06,-6.20e-02,
-3.29300e-06,-4.71e-02,
-3.29200e-06,-2.48e-02,
-3.29100e-06,-7.44e-03,
-3.29000e-06,7.44e-03,
-3.28900e-06,7.44e-03,
-3.28800e-06,-2.48e-03,
-3.28700e-06,-1.24e-02,
-3.28600e-06,-1.74e-02,
-3.28500e-06,-1.49e-02,
-3.28400e-06,-4.96e-03,
-3.28300e-06,1.24e-02,
-3.28200e-06,3.97e-02,
-3.28100e-06,4.96e-02,
-3.28000e-06,6.20e-02,
-3.27900e-06,5.70e-02,
-3.27800e-06,4.71e-02,
-3.27700e-06,3.47e-02,
-3.27600e-06,3.22e-02,
-3.27500e-06,3.47e-02,
-3.27400e-06,4.96e-02,
-3.27300e-06,6.94e-02,
-3.27200e-06,8.92e-02,
-3.27100e-06,1.02e-01,
-3.27000e-06,1.04e-01,
-3.26900e-06,9.92e-02,
-3.26800e-06,8.68e-02,
-3.26700e-06,7.68e-02,
-3.26600e-06,7.19e-02,
-3.26500e-06,6.94e-02,
-3.26400e-06,8.18e-02,
-3.26300e-06,9.92e-02,
-3.26200e-06,1.19e-01,
-3.26100e-06,1.24e-01,
-3.26000e-06,1.26e-01,
-3.25900e-06,1.12e-01,
-3.25800e-06,9.92e-02,
-3.25700e-06,8.68e-02,
-3.25600e-06,8.18e-02,
-3.25500e-06,8.68e-02,
-3.25400e-06,9.67e-02,
-3.25300e-06,1.07e-01,
-3.25200e-06,1.19e-01,
-3.25100e-06,1.17e-01,
-3.25000e-06,1.09e-01,
-3.24900e-06,9.67e-02,
-3.24800e-06,7.93e-02,
-3.24700e-06,6.44e-02,
-3.24600e-06,5.95e-02,
-3.24500e-06,5.95e-02,
-3.24400e-06,6.69e-02,
-3.24300e-06,7.44e-02,
-3.24200e-06,7.93e-02,
-3.24100e-06,7.19e-02,
-3.24000e-06,6.44e-02,
-3.23900e-06,4.71e-02,
-3.23800e-06,2.73e-02,
-3.23700e-06,1.74e-02,
-3.23600e-06,1.24e-02,
-3.23500e-06,9.92e-03,
-3.23400e-06,1.49e-02,
-3.23300e-06,1.98e-02,
-3.23200e-06,2.48e-02,
-3.23100e-06,1.24e-02,
-3.23000e-06,0.00e+00,
-3.22900e-06,-1.74e-02,
-3.22800e-06,-3.72e-02,
-3.22700e-06,-4.71e-02,
-3.22600e-06,-4.96e-02,
-3.22500e-06,-4.46e-02,
-3.22400e-06,-3.97e-02,
-3.22300e-06,-3.72e-02,
-3.22200e-06,-3.97e-02,
-3.22100e-06,-5.21e-02,
-3.22000e-06,-6.69e-02,
-3.21900e-06,-8.43e-02,
-3.21800e-06,-1.04e-01,
-3.21700e-06,-1.12e-01,
-3.21600e-06,-1.09e-01,
-3.21500e-06,-1.09e-01,
-3.21400e-06,-1.02e-01,
-3.21300e-06,-9.67e-02,
-3.21200e-06,-9.92e-02,
-3.21100e-06,-1.09e-01,
-3.21000e-06,-1.24e-01,
-3.20900e-06,-1.44e-01,
-3.20800e-06,-1.59e-01,
-3.20700e-06,-1.66e-01,
-3.20600e-06,-1.64e-01,
-3.20500e-06,-1.54e-01,
-3.20400e-06,-1.44e-01,
-3.20300e-06,-1.39e-01,
-3.20200e-06,-1.41e-01,
-3.20100e-06,-1.54e-01,
-3.20000e-06,-1.66e-01,
-3.19900e-06,-1.79e-01,
-3.19800e-06,-1.91e-01,
-3.19700e-06,-1.86e-01,
-3.19600e-06,-1.79e-01,
-3.19500e-06,-1.64e-01,
-3.19400e-06,-1.49e-01,
-3.19300e-06,-1.39e-01,
-3.19200e-06,-1.36e-01,
-3.19100e-06,-1.51e-01,
-3.19000e-06,-1.59e-01,
-3.18900e-06,-1.66e-01,
-3.18800e-06,-1.74e-01,
-3.18700e-06,-1.64e-01,
-3.18600e-06,-1.46e-01,
-3.18500e-06,-1.31e-01,
-3.18400e-06,-1.14e-01,
-3.18300e-06,-1.04e-01,
-3.18200e-06,-1.07e-01,
-3.18100e-06,-1.14e-01,
-3.18000e-06,-1.22e-01,
-3.17900e-06,-1.29e-01,
-3.17800e-06,-1.29e-01,
-3.17700e-06,-1.17e-01,
-3.17600e-06,-9.42e-02,
-3.17500e-06,-7.68e-02,
-3.17400e-06,-6.20e-02,
-3.17300e-06,-5.46e-02,
-3.17200e-06,-5.70e-02,
-3.17100e-06,-6.69e-02,
-3.17000e-06,-6.69e-02,
-3.16900e-06,-6.69e-02,
-3.16800e-06,-5.70e-02,
-3.16700e-06,-4.22e-02,
-3.16600e-06,-1.98e-02,
-3.16500e-06,-2.48e-03,
-3.16400e-06,1.24e-02,
-3.16300e-06,1.74e-02,
-3.16200e-06,1.98e-02,
-3.16100e-06,9.92e-03,
-3.16000e-06,9.92e-03,
-3.15900e-06,9.92e-03,
-3.15800e-06,1.74e-02,
-3.15700e-06,3.47e-02,
-3.15600e-06,5.21e-02,
-3.15500e-06,6.69e-02,
-3.15400e-06,7.93e-02,
-3.15300e-06,8.43e-02,
-3.15200e-06,7.93e-02,
-3.15100e-06,7.19e-02,
-3.15000e-06,7.19e-02,
-3.14900e-06,7.44e-02,
-3.14800e-06,8.43e-02,
-3.14700e-06,9.92e-02,
-3.14600e-06,1.14e-01,
-3.14500e-06,1.24e-01,
-3.14400e-06,1.31e-01,
-3.14300e-06,1.26e-01,
-3.14200e-06,1.22e-01,
-3.14100e-06,1.12e-01,
-3.14000e-06,1.14e-01,
-3.13900e-06,1.12e-01,
-3.13800e-06,1.22e-01,
-3.13700e-06,1.34e-01,
-3.13600e-06,1.44e-01,
-3.13500e-06,1.49e-01,
-3.13400e-06,1.49e-01,
-3.13300e-06,1.39e-01,
-3.13200e-06,1.31e-01,
-3.13100e-06,1.19e-01,
-3.13000e-06,1.19e-01,
-3.12900e-06,1.24e-01,
-3.12800e-06,1.34e-01,
-3.12700e-06,1.41e-01,
-3.12600e-06,1.46e-01,
-3.12500e-06,1.44e-01,
-3.12400e-06,1.36e-01,
-3.12300e-06,1.17e-01,
-3.12200e-06,1.07e-01,
-3.12100e-06,9.42e-02,
-3.12000e-06,8.92e-02,
-3.11900e-06,9.17e-02,
-3.11800e-06,9.92e-02,
-3.11700e-06,1.04e-01,
-3.11600e-06,1.09e-01,
-3.11500e-06,1.04e-01,
-3.11400e-06,9.17e-02,
-3.11300e-06,7.44e-02,
-3.11200e-06,5.95e-02,
-3.11100e-06,4.22e-02,
-3.11000e-06,3.97e-02,
-3.10900e-06,3.97e-02,
-3.10800e-06,4.22e-02,
-3.10700e-06,4.46e-02,
-3.10600e-06,4.22e-02,
-3.10500e-06,3.22e-02,
-3.10400e-06,1.74e-02,
-3.10300e-06,-2.48e-03,
-3.10200e-06,-1.74e-02,
-3.10100e-06,-2.98e-02,
-3.10000e-06,-3.22e-02,
-3.09900e-06,-2.98e-02,
-3.09800e-06,-2.48e-02,
-3.09700e-06,-2.23e-02,
-3.09600e-06,-2.23e-02,
-3.09500e-06,-3.47e-02,
-3.09400e-06,-4.96e-02,
-3.09300e-06,-6.20e-02,
-3.09200e-06,-7.68e-02,
-3.09100e-06,-8.68e-02,
-3.09000e-06,-8.43e-02,
-3.08900e-06,-7.68e-02,
-3.08800e-06,-7.19e-02,
-3.08700e-06,-7.19e-02,
-3.08600e-06,-7.44e-02,
-3.08500e-06,-8.68e-02,
-3.08400e-06,-1.02e-01,
-3.08300e-06,-1.14e-01,
-3.08200e-06,-1.24e-01,
-3.08100e-06,-1.26e-01,
-3.08000e-06,-1.24e-01,
-3.07900e-06,-1.14e-01,
-3.07800e-06,-1.12e-01,
-3.07700e-06,-1.07e-01,
-3.07600e-06,-1.09e-01,
-3.07500e-06,-1.19e-01,
-3.07400e-06,-1.29e-01,
-3.07300e-06,-1.36e-01,
-3.07200e-06,-1.41e-01,
-3.07100e-06,-1.41e-01,
-3.07000e-06,-1.29e-01,
-3.06900e-06,-1.14e-01,
-3.06800e-06,-1.12e-01,
-3.06700e-06,-1.04e-01,
-3.06600e-06,-1.02e-01,
-3.06500e-06,-1.12e-01,
-3.06400e-06,-1.19e-01,
-3.06300e-06,-1.22e-01,
-3.06200e-06,-1.22e-01,
-3.06100e-06,-1.14e-01,
-3.06000e-06,-9.92e-02,
-3.05900e-06,-8.43e-02,
-3.05800e-06,-7.68e-02,
-3.05700e-06,-7.19e-02,
-3.05600e-06,-6.94e-02,
-3.05500e-06,-7.68e-02,
-3.05400e-06,-7.93e-02,
-3.05300e-06,-8.43e-02,
-3.05200e-06,-7.44e-02,
-3.05100e-06,-6.44e-02,
-3.05000e-06,-4.96e-02,
-3.04900e-06,-3.47e-02,
-3.04800e-06,-2.73e-02,
-3.04700e-06,-2.48e-02,
-3.04600e-06,-2.48e-02,
-3.04500e-06,-2.98e-02,
-3.04400e-06,-2.98e-02,
-3.04300e-06,-2.73e-02,
-3.04200e-06,-1.74e-02,
-3.04100e-06,-4.96e-03,
-3.04000e-06,1.24e-02,
-3.03900e-06,1.98e-02,
-3.03800e-06,2.23e-02,
-3.03700e-06,1.74e-02,
-3.03600e-06,1.24e-02,
-3.03500e-06,4.96e-03,
-3.03400e-06,7.44e-03,
-3.03300e-06,1.24e-02,
-3.03200e-06,2.98e-02,
-3.03100e-06,4.22e-02,
-3.03000e-06,6.20e-02,
-3.02900e-06,6.69e-02,
-3.02800e-06,6.69e-02,
-3.02700e-06,5.21e-02,
-3.02600e-06,4.46e-02,
-3.02500e-06,3.47e-02,
-3.02400e-06,3.22e-02,
-3.02300e-06,4.22e-02,
-3.02200e-06,6.20e-02,
-3.02100e-06,7.44e-02,
-3.02000e-06,8.68e-02,
-3.01900e-06,8.92e-02,
-3.01800e-06,8.18e-02,
-3.01700e-06,6.69e-02,
-3.01600e-06,5.21e-02,
-3.01500e-06,3.72e-02,
-3.01400e-06,3.22e-02,
-3.01300e-06,3.72e-02,
-3.01200e-06,5.46e-02,
-3.01100e-06,6.20e-02,
-3.01000e-06,7.19e-02,
-3.00900e-06,7.19e-02,
-3.00800e-06,5.70e-02,
-3.00700e-06,3.22e-02,
-3.00600e-06,1.49e-02,
-3.00500e-06,-2.48e-03,
-3.00400e-06,-4.96e-03,
-3.00300e-06,0.00e+00,
-3.00200e-06,1.49e-02,
-3.00100e-06,2.73e-02,
-3.00000e-06,3.22e-02,
-2.99900e-06,2.73e-02,
-2.99800e-06,9.92e-03,
-2.99700e-06,-1.24e-02,
-2.99600e-06,-3.47e-02,
-2.99500e-06,-5.21e-02,
-2.99400e-06,-5.95e-02,
-2.99300e-06,-5.46e-02,
-2.99200e-06,-4.22e-02,
-2.99100e-06,-2.98e-02,
-2.99000e-06,-1.74e-02,
-2.98900e-06,-1.98e-02,
-2.98800e-06,-3.72e-02,
-2.98700e-06,-6.20e-02,
-2.98600e-06,-8.18e-02,
-2.98500e-06,-1.04e-01,
-2.98400e-06,-1.09e-01,
-2.98300e-06,-1.04e-01,
-2.98200e-06,-9.17e-02,
-2.98100e-06,-8.18e-02,
-2.98000e-06,-7.19e-02,
-2.97900e-06,-7.44e-02,
-2.97800e-06,-9.17e-02,
-2.97700e-06,-1.12e-01,
-2.97600e-06,-1.29e-01,
-2.97500e-06,-1.44e-01,
-2.97400e-06,-1.49e-01,
-2.97300e-06,-1.44e-01,
-2.97200e-06,-1.29e-01,
-2.97100e-06,-1.14e-01,
-2.97000e-06,-1.04e-01,
-2.96900e-06,-1.02e-01,
-2.96800e-06,-1.19e-01,
-2.96700e-06,-1.34e-01,
-2.96600e-06,-1.44e-01,
-2.96500e-06,-1.54e-01,
-2.96400e-06,-1.51e-01,
-2.96300e-06,-1.44e-01,
-2.96200e-06,-1.26e-01,
-2.96100e-06,-1.14e-01,
-2.96000e-06,-1.04e-01,
-2.95900e-06,-1.02e-01,
-2.95800e-06,-1.14e-01,
-2.95700e-06,-1.24e-01,
-2.95600e-06,-1.29e-01,
-2.95500e-06,-1.31e-01,
-2.95400e-06,-1.26e-01,
-2.95300e-06,-1.09e-01,
-2.95200e-06,-9.17e-02,
-2.95100e-06,-7.93e-02,
-2.95000e-06,-6.94e-02,
-2.94900e-06,-6.94e-02,
-2.94800e-06,-7.44e-02,
-2.94700e-06,-7.93e-02,
-2.94600e-06,-8.18e-02,
-2.94500e-06,-7.68e-02,
-2.94400e-06,-6.69e-02,
-2.94300e-06,-4.71e-02,
-2.94200e-06,-2.73e-02,
-2.94100e-06,-1.49e-02,
-2.94000e-06,-4.96e-03,
-2.93900e-06,-7.44e-03,
-2.93800e-06,-1.49e-02,
-2.93700e-06,-1.74e-02,
-2.93600e-06,-9.92e-03,
-2.93500e-06,-2.48e-03,
-2.93400e-06,1.74e-02,
-2.93300e-06,3.72e-02,
-2.93200e-06,5.95e-02,
-2.93100e-06,6.69e-02,
-2.93000e-06,6.94e-02,
-2.92900e-06,7.19e-02,
-2.92800e-06,6.69e-02,
-2.92700e-06,6.20e-02,
-2.92600e-06,6.94e-02,
-2.92500e-06,8.18e-02,
-2.92400e-06,9.92e-02,
-2.92300e-06,1.19e-01,
-2.92200e-06,1.36e-01,
-2.92100e-06,1.41e-01,
-2.92000e-06,1.44e-01,
-2.91900e-06,1.36e-01,
-2.91800e-06,1.29e-01,
-2.91700e-06,1.26e-01,
-2.91600e-06,1.34e-01,
-2.91500e-06,1.41e-01,
-2.91400e-06,1.56e-01,
-2.91300e-06,1.69e-01,
-2.91200e-06,1.79e-01,
-2.91100e-06,1.76e-01,
-2.91000e-06,1.76e-01,
-2.90900e-06,1.71e-01,
-2.90800e-06,1.64e-01,
-2.90700e-06,1.61e-01,
-2.90600e-06,1.69e-01,
-2.90500e-06,1.76e-01,
-2.90400e-06,1.86e-01,
-2.90300e-06,1.91e-01,
-2.90200e-06,1.98e-01,
-2.90100e-06,1.93e-01,
-2.90000e-06,1.86e-01,
-2.89900e-06,1.74e-01,
-2.89800e-06,1.69e-01,
-2.89700e-06,1.66e-01,
-2.89600e-06,1.69e-01,
-2.89500e-06,1.71e-01,
-2.89400e-06,1.76e-01,
-2.89300e-06,1.76e-01,
-2.89200e-06,1.74e-01,
-2.89100e-06,1.61e-01,
-2.89000e-06,1.49e-01,
-2.88900e-06,1.39e-01,
-2.88800e-06,1.34e-01,
-2.88700e-06,1.31e-01,
-2.88600e-06,1.31e-01,
-2.88500e-06,1.29e-01,
-2.88400e-06,1.31e-01,
-2.88300e-06,1.24e-01,
-2.88200e-06,1.17e-01,
-2.88100e-06,9.92e-02,
-2.88000e-06,8.68e-02,
-2.87900e-06,7.93e-02,
-2.87800e-06,7.44e-02,
-2.87700e-06,7.19e-02,
-2.87600e-06,7.19e-02,
-2.87500e-06,7.19e-02,
-2.87400e-06,6.94e-02,
-2.87300e-06,6.20e-02,
-2.87200e-06,4.96e-02,
-2.87100e-06,2.98e-02,
-2.87000e-06,1.74e-02,
-2.86900e-06,7.44e-03,
-2.86800e-06,0.00e+00,
-2.86700e-06,2.48e-03,
-2.86600e-06,9.92e-03,
-2.86500e-06,4.96e-03,
-2.86400e-06,2.48e-03,
-2.86300e-06,-7.44e-03,
-2.86200e-06,-2.73e-02,
-2.86100e-06,-4.96e-02,
-2.86000e-06,-5.70e-02,
-2.85900e-06,-6.69e-02,
-2.85800e-06,-6.69e-02,
-2.85700e-06,-6.20e-02,
-2.85600e-06,-5.70e-02,
-2.85500e-06,-5.21e-02,
-2.85400e-06,-5.70e-02,
-2.85300e-06,-6.20e-02,
-2.85200e-06,-7.93e-02,
-2.85100e-06,-9.67e-02,
-2.85000e-06,-1.09e-01,
-2.84900e-06,-1.12e-01,
-2.84800e-06,-1.14e-01,
-2.84700e-06,-1.07e-01,
-2.84600e-06,-9.42e-02,
-2.84500e-06,-8.92e-02,
-2.84400e-06,-8.92e-02,
-2.84300e-06,-9.67e-02,
-2.84200e-06,-1.09e-01,
-2.84100e-06,-1.24e-01,
-2.84000e-06,-1.34e-01,
-2.83900e-06,-1.36e-01,
-2.83800e-06,-1.34e-01,
-2.83700e-06,-1.22e-01,
-2.83600e-06,-1.09e-01,
-2.83500e-06,-9.92e-02,
-2.83400e-06,-9.92e-02,
-2.83300e-06,-1.04e-01,
-2.83200e-06,-1.12e-01,
-2.83100e-06,-1.22e-01,
-2.83000e-06,-1.24e-01,
-2.82900e-06,-1.24e-01,
-2.82800e-06,-1.19e-01,
-2.82700e-06,-1.04e-01,
-2.82600e-06,-8.68e-02,
-2.82500e-06,-7.93e-02,
-2.82400e-06,-7.68e-02,
-2.82300e-06,-7.93e-02,
-2.82200e-06,-8.68e-02,
-2.82100e-06,-9.17e-02,
-2.82000e-06,-9.17e-02,
-2.81900e-06,-8.18e-02,
-2.81800e-06,-7.19e-02,
-2.81700e-06,-5.70e-02,
-2.81600e-06,-4.71e-02,
-2.81500e-06,-3.97e-02,
-2.81400e-06,-3.47e-02,
-2.81300e-06,-3.72e-02,
-2.81200e-06,-4.22e-02,
-2.81100e-06,-4.71e-02,
-2.81000e-06,-3.97e-02,
-2.80900e-06,-3.22e-02,
-2.80800e-06,-1.49e-02,
-2.80700e-06,0.00e+00,
-2.80600e-06,1.24e-02,
-2.80500e-06,1.49e-02,
-2.80400e-06,1.74e-02,
-2.80300e-06,1.24e-02,
-2.80200e-06,1.24e-02,
-2.80100e-06,1.24e-02,
-2.80000e-06,2.23e-02,
-2.79900e-06,2.98e-02,
-2.79800e-06,4.46e-02,
-2.79700e-06,5.46e-02,
-2.79600e-06,6.20e-02,
-2.79500e-06,6.20e-02,
-2.79400e-06,6.20e-02,
-2.79300e-06,5.70e-02,
-2.79200e-06,5.70e-02,
-2.79100e-06,5.70e-02,
-2.79000e-06,6.44e-02,
-2.78900e-06,7.44e-02,
-2.78800e-06,8.43e-02,
-2.78700e-06,8.92e-02,
-2.78600e-06,8.92e-02,
-2.78500e-06,7.93e-02,
-2.78400e-06,7.19e-02,
-2.78300e-06,6.44e-02,
-2.78200e-06,6.44e-02,
-2.78100e-06,6.44e-02,
-2.78000e-06,7.44e-02,
-2.77900e-06,8.18e-02,
-2.77800e-06,8.68e-02,
-2.77700e-06,8.68e-02,
-2.77600e-06,8.18e-02,
-2.77500e-06,6.69e-02,
-2.77400e-06,5.70e-02,
-2.77300e-06,4.46e-02,
-2.77200e-06,4.22e-02,
-2.77100e-06,4.22e-02,
-2.77000e-06,4.71e-02,
-2.76900e-06,5.46e-02,
-2.76800e-06,5.70e-02,
-2.76700e-06,5.21e-02,
-2.76600e-06,4.22e-02,
-2.76500e-06,2.48e-02,
-2.76400e-06,1.24e-02,
-2.76300e-06,0.00e+00,
-2.76200e-06,-4.96e-03,
-2.76100e-06,-4.96e-03,
-2.76000e-06,2.48e-03,
-2.75900e-06,7.44e-03,
-2.75800e-06,4.96e-03,
-2.75700e-06,-2.48e-03,
-2.75600e-06,-9.92e-03,
-2.75500e-06,-3.22e-02,
-2.75400e-06,-4.71e-02,
-2.75300e-06,-5.95e-02,
-2.75200e-06,-6.20e-02,
-2.75100e-06,-5.95e-02,
-2.75000e-06,-4.96e-02,
-2.74900e-06,-4.46e-02,
-2.74800e-06,-4.71e-02,
-2.74700e-06,-5.95e-02,
-2.74600e-06,-7.19e-02,
-2.74500e-06,-9.17e-02,
-2.74400e-06,-1.02e-01,
-2.74300e-06,-1.07e-01,
-2.74200e-06,-1.07e-01,
-2.74100e-06,-1.04e-01,
-2.74000e-06,-9.42e-02,
-2.73900e-06,-8.92e-02,
-2.73800e-06,-9.42e-02,
-2.73700e-06,-1.02e-01,
-2.73600e-06,-1.12e-01,
-2.73500e-06,-1.29e-01,
-2.73400e-06,-1.36e-01,
-2.73300e-06,-1.39e-01,
-2.73200e-06,-1.31e-01,
-2.73100e-06,-1.26e-01,
-2.73000e-06,-1.12e-01,
-2.72900e-06,-1.04e-01,
-2.72800e-06,-1.07e-01,
-2.72700e-06,-1.14e-01,
-2.72600e-06,-1.24e-01,
-2.72500e-06,-1.34e-01,
-2.72400e-06,-1.39e-01,
-2.72300e-06,-1.36e-01,
-2.72200e-06,-1.26e-01,
-2.72100e-06,-1.17e-01,
-2.72000e-06,-1.02e-01,
-2.71900e-06,-9.17e-02,
-2.71800e-06,-9.92e-02,
-2.71700e-06,-1.02e-01,
-2.71600e-06,-1.07e-01,
-2.71500e-06,-1.14e-01,
-2.71400e-06,-1.09e-01,
-2.71300e-06,-9.92e-02,
-2.71200e-06,-8.68e-02,
-2.71100e-06,-7.44e-02,
-2.71000e-06,-5.70e-02,
-2.70900e-06,-5.46e-02,
-2.70800e-06,-4.96e-02,
-2.70700e-06,-5.46e-02,
-2.70600e-06,-5.95e-02,
-2.70500e-06,-5.95e-02,
-2.70400e-06,-5.46e-02,
-2.70300e-06,-4.22e-02,
-2.70200e-06,-2.48e-02,
-2.70100e-06,-7.44e-03,
-2.70000e-06,7.44e-03,
-2.69900e-06,9.92e-03,
-2.69800e-06,4.96e-03,
-2.69700e-06,0.00e+00,
-2.69600e-06,0.00e+00,
-2.69500e-06,-2.48e-03,
-2.69400e-06,7.44e-03,
-2.69300e-06,2.23e-02,
-2.69200e-06,4.46e-02,
-2.69100e-06,5.46e-02,
-2.69000e-06,6.69e-02,
-2.68900e-06,6.44e-02,
-2.68800e-06,6.20e-02,
-2.68700e-06,4.71e-02,
-2.68600e-06,4.71e-02,
